|gen_name|name_BIT|name_EXMO|name_HTX|name_OKX|name_MEXC
1146|SHIBAINUXUSDT|None|None|None|None|None
1147|CYBERTRUCKUSDT|None|None|None|None|None
1148|WEUSDT|None|None|weusdt|None|None
1149|ELAUSDT|None|None|elausdt|None|None
1150|GMBRCUSDT|None|None|None|None|None
1151|HNSUSDT|None|None|None|None|None
1152|IDUSDT|None|None|idusdt|ID-USDT|ID-USDT
1153|RDNTUSDT|None|None|rdntusdt|RDNT-USDT|RDNT-USDT
1154|RLCUSDT|None|None|rlcusdt|None|None
1155|DUSKUSDT|None|None|duskusdt|None|None
1156|WOFO1USDT|None|None|None|None|None
1157|GAX1USDT|None|None|None|None|None
1158|UNPUSDT|None|None|None|None|None
1159|BTCEURT|None|None|None|BTC-EURT|BTC-EURT
1160|HFTUSDD|None|None|hftusdd|None|None
1161|BSVUSDT|None|None|bsvusdt|BSV-USDT|BSV-USDT
1162|WOZXUSDT|None|None|wozxusdt|None|None
1163|AI2USDT|None|None|None|None|None
1164|TURTUSDT|None|None|turtusdt|None|None
1165|CRFUSDT|None|None|None|None|None
1166|COMBOUSDT|None|None|None|None|None
1167|ONTPUSDT|None|None|None|None|None
1168|KLVUSDT|None|None|klvusdt|None|None
1169|SILVERUSDT|None|None|None|None|None
1170|SANDUSDT|SAND-USDT|None|sandusdt|SAND-USDT|SAND-USDT
1171|PEPE2USDT|None|None|None|None|None
1172|USDTTRY|None|None|usdttry|USDT-TRY|USDT-TRY
1173|BABYXUSDT|None|None|None|None|None
1174|KCALUSDD|None|None|kcalusdd|None|None
1175|QUICKUSDT|None|None|quickusdt|None|None
1176|VANRYUSDT|None|None|None|None|None
1177|PIUSDT|None|None|piusdt|None|None
1178|UNIBOTUSDT|None|None|unibotusdt|None|None
1179|OPUSDT|None|None|opusdt|OP-USDT|OP-USDT
1180|NXTTUSDT|None|None|None|None|None
1181|ETHBRL|None|None|None|ETH-BRL|ETH-BRL
1182|CAPUSDT|None|None|None|None|None
1183|WXTUSDT|None|None|wxtusdt|WXT-USDT|WXT-USDT
1184|KUNCIUSDT|None|None|None|None|None
1185|IBOXUSDT|None|None|None|None|None
1186|PKNUSDT|None|None|None|None|None
1187|BABYUSDT|None|None|babyusdt|None|None
1188|ALPHAUSDT|None|None|None|ALPHA-USDT|ALPHA-USDT
1189|VMSUSDT|None|None|None|None|None
1190|HEGICUSDT|None|None|None|None|None
1191|AUDIOUSDT|None|None|audiousdt|None|None
1192|LFG1USDT|None|None|None|None|None
1193|EVRYUSDT|None|None|None|None|None
1194|XAVAUSDT|None|None|None|None|None
1195|BOARDUSDT|None|None|None|None|None
1196|FAVRUSDT|None|None|None|None|None
1197|XXUSDT|None|None|None|None|None
1198|DGCUSDT|None|None|None|None|None
1199|QTVUSDT|None|None|None|None|None
1200|PNGUSDT|None|None|None|None|None
1201|ELXUSDT|None|None|None|None|None
1202|KMDUSDT|None|None|kmdusdt|None|None
1203|JCOUSDT|None|None|None|None|None
1204|AURUSDT|None|None|None|None|None
1205|DUXUSDT|None|None|None|None|None
1206|AINSUSDT|None|None|None|None|None
1207|SHILLUSDT|None|None|None|None|None
1208|W3GUSDT|None|None|None|None|None
1209|SC2USDT|None|None|None|None|None
1210|MOOVUSDT|None|None|moovusdt|None|None
1211|PKTUSDT|None|None|None|None|None
1212|VTHOETH|None|None|None|None|None
1213|SNCBTC|None|None|sncbtc|None|None
1214|BOOUSDT|None|None|None|None|None
1215|MOCHIUSDT|None|None|None|None|None
1216|BABYELONUSDT|None|None|None|None|None
1217|RATSUSDT|RATS-USDT|None|ratsusdt|None|None
1218|FRONTUSDT|None|None|frontusdt|FRONT-USDT|FRONT-USDT
1219|RILLAUSDT|None|None|None|None|None
1220|BEARUSDT|BEAR-USDT|None|None|None|None
1221|FOXAIUSDT|None|None|None|None|None
1222|CVCUSDT|None|None|cvcusdt|CVC-USDT|CVC-USDT
1223|USDJUSDT|None|None|usdjusdt|None|None
1224|SOBERUSDT|None|None|None|None|None
1225|CGPTUSDT|None|None|cgptusdt|None|None
1226|DGHUSDT|None|None|None|None|None
1227|NBTUSDT|None|None|None|None|None
1228|STOSUSDT|None|None|None|None|None
1229|ELANUSDT|None|None|None|None|None
1230|NAVUSDT|None|None|None|None|None
1231|AZEROUSDT|None|None|azerousdt|None|None
1232|MNTUSDT|None|None|mntusdt|None|None
1233|MITUSDT|None|None|None|None|None
1234|XPETUSDT|None|None|xpetusdt|None|None
1235|FINBLOXUSDT|None|None|None|None|None
1236|TXAUSDT|None|None|None|None|None
1237|RITEUSDT|None|None|None|None|None
1238|UNOUSDT|None|None|None|None|None
1239|XENDUSDT|None|None|None|None|None
1240|SOPHUSDT|None|None|None|None|None
1241|RVFUSDT|None|None|None|None|None
1242|KINEUSDT|None|None|None|KINE-USDT|KINE-USDT
1243|BABYPEPEUSDT|None|None|None|None|None
1244|AZYUSDT|None|None|None|AZY-USDT|AZY-USDT
1245|ABELUSDT|None|None|None|None|None
1246|MRSUSDT|None|None|mrsusdt|None|None
1247|POLUSDT|None|None|None|None|None
1248|DOGAUSDT|None|None|None|None|None
1249|USDTBRL|None|None|usdtbrl|USDT-BRL|USDT-BRL
1250|SPURSUSDT|None|None|None|SPURS-USDT|SPURS-USDT
1251|TOKAUSDT|None|None|None|None|None
1252|ISPUSDT|None|None|None|None|None
1253|VOWUSDT|None|None|None|None|None
1254|SPONGEUSDT|None|None|None|None|None
1255|CCDUSDT|None|None|None|None|None
1256|HUSLUSDT|None|None|None|None|None
1257|AGROUSDT|None|None|None|None|None
1258|CRVEUR|None|None|None|CRV-EUR|CRV-EUR
1259|NIZAUSDT|None|None|None|None|None
1260|CTOUSDT|None|None|None|None|None
1261|BOBAUSDT|None|None|bobausdt|None|None
1262|SWRVUSDT|None|None|None|None|None
1263|E1E2USDT|None|None|e1e2usdt|None|None
1264|SHIB2USDT|None|None|None|None|None
1265|SAMAUSDT|None|None|None|None|None
1266|ZOAUSDT|None|None|None|None|None
1267|GROKGPTUSDT|None|None|None|None|None
1268|CRUSDT|None|None|None|None|None
1269|BOBOUSDT|None|None|None|None|None
1270|QLINDOUSDT|None|None|None|None|None
1271|XCHBTC|None|None|None|XCH-BTC|XCH-BTC
1272|FOGUSDT|None|None|None|None|None
1273|MCOINUSDT|None|None|None|None|None
1274|HZNDEXUSDT|None|None|None|None|None
1275|LENDSUSDT|None|None|None|None|None
1276|RAITUSDT|None|None|None|None|None
1277|MIRTOKENUSDT|None|None|None|None|None
1278|ORTUSDT|None|None|None|None|None
1279|OMGETH|None|OMG_ETH|None|None|None
1280|BCHBTC|BCH-BTC|BCH_BTC|bchbtc|BCH-BTC|BCH-BTC
1281|DOGEUSDC|None|None|None|DOGE-USDC|DOGE-USDC
1282|AINUSDT|None|None|None|None|None
1283|XWGUSDC|None|None|None|None|None
1284|MELOSUSDT|None|None|None|None|None
1285|MTRXUSDT|None|None|None|None|None
1286|ULXUSDT|None|None|None|None|None
1287|ECHUSDT|None|None|None|None|None
1288|AMCUSDT|None|None|None|None|None
1289|PENDLEUSDT|None|None|pendleusdt|None|None
1290|LQDXUSDT|None|None|None|None|None
1291|KONOUSDT|None|None|None|None|None
1292|SWFTCETH|None|None|swftceth|None|None
1293|XCHNGUSDT|None|None|None|None|None
1294|SENSOBTC|None|None|None|None|None
1295|ADPUSDT|None|None|adpusdt|None|None
1296|CWARUSDT|None|None|None|None|None
1297|LIXXUSDT|None|None|None|None|None
1298|ETRLUSDT|None|None|None|None|None
1299|MAR3USDT|None|None|None|None|None
1300|XONEUSDT|None|None|None|None|None
1301|ASTUSDT|None|None|None|AST-USDT|AST-USDT
1302|AIBBUSDT|None|None|None|None|None
1303|LEOUSDT|None|None|None|LEO-USDT|LEO-USDT
1304|SBGUSDT|None|None|None|None|None
1305|SUNUSDT|None|None|sunusdt|SUN-USDT|SUN-USDT
1306|MOBRCUSDT|None|None|None|None|None
1307|XMRUSDT|None|None|xmrusdt|None|None
1308|FILETH|None|None|None|FIL-ETH|FIL-ETH
1309|ORBSUSDT|None|None|orbsusdt|ORBS-USDT|ORBS-USDT
1310|SBRUSDT|None|None|None|None|None
1311|HARDERUSDT|None|None|None|None|None
1312|DTBOMUSDT|None|None|None|None|None
1313|STRKUSDT|None|None|None|None|None
1314|PARMAUSDT|None|None|None|None|None
1315|TLOSUSDT|None|None|tlosusdt|None|None
1316|UNQUSDT|None|None|unqusdt|None|None
1317|TRIASUSDT|None|None|None|None|None
1318|TRVLUSDT|None|None|None|None|None
1319|BONK2USDT|None|None|None|None|None
1320|KLSUSDT|None|None|None|None|None
1321|KTONUSDT|None|None|None|None|None
1322|SKEBUSDT|None|None|skebusdt|SKEB-USDT|SKEB-USDT
1323|NEARUSDC|None|None|None|NEAR-USDC|NEAR-USDC
1324|CVXUSDT|None|None|cvxusdt|CVX-USDT|CVX-USDT
1325|PEOPLEUSDT|PEOPLE-USDT|None|peopleusdt|PEOPLE-USDT|PEOPLE-USDT
1326|PSGUSDT|None|None|psgusdt|None|None
1327|ETHEURT|None|None|None|ETH-EURT|ETH-EURT
1328|QTZUSDT|None|None|None|None|None
1329|SUPERUSDT|None|None|superusdt|None|None
1330|JOYSTREAMUSDT|None|None|None|None|None
1331|REVOUSDT|None|None|revousdt|None|None
1332|MASKUSDC|None|None|None|MASK-USDC|MASK-USDC
1333|NEERUSDT|None|None|None|None|None
1334|BBCUSDT|None|None|bbcusdt|None|None
1335|OKLPUSDT|None|None|None|None|None
1336|SPRTUSDT|None|None|sprtusdt|None|None
1337|OKBBTC|None|None|None|OKB-BTC|OKB-BTC
1338|DYDXEUR|None|None|None|DYDX-EUR|DYDX-EUR
1339|EULUSDT|None|None|eulusdt|None|None
1340|BURGERUSDT|None|None|None|None|None
1341|KLAYUSDC|None|None|None|KLAY-USDC|KLAY-USDC
1342|SSVUSDT|None|None|ssvusdt|SSV-USDT|SSV-USDT
1343|XERTUSDT|None|None|None|None|None
1344|MARS4USDT|None|None|None|None|None
1345|BITCIUSDT|None|None|bitciusdt|None|None
1346|SEEDUSDT|None|None|None|None|None
1347|FLOWUSDT|None|None|flowusdt|FLOW-USDT|FLOW-USDT
1348|GALUSDC|None|None|None|None|None
1349|ERGUSDT|None|None|ergusdt|None|None
1350|SUSHIETH|None|None|None|None|None
1351|NGTUSDT|None|None|None|None|None
1352|MEMERATSUSDT|None|None|None|None|None
1353|ELMOUSDT|None|None|None|None|None
1354|WLKNUSDT|None|None|wlknusdt|None|None
1355|KOMUSDT|None|None|None|None|None
1356|ETHBTC|ETH-BTC|ETH_BTC|ethbtc|ETH-BTC|ETH-BTC
1357|AVAUSDT|None|None|None|None|None
1358|OGNUSDT|None|None|ognusdt|None|None
1359|PONDUSDT|None|None|pondusdt|None|None
1360|POLYXUSDT|None|None|polyxusdt|None|None
1361|SOBBUSDT|None|None|None|None|None
1362|ICEUSDT|None|None|None|ICE-USDT|ICE-USDT
1363|GALAUSDC|None|None|None|GALA-USDC|GALA-USDC
1364|AVAXUSDT|AVAX-USDT|None|avaxusdt|AVAX-USDT|AVAX-USDT
1365|QRDOUSDT|None|None|qrdousdt|None|None
1366|MMOUSDT|None|None|None|None|None
1367|NVTUSDT|None|None|None|None|None
1368|LENDUSDT|None|None|None|None|None
1369|GLEECUSDT|None|None|None|None|None
1370|PRTUSDT|None|None|None|None|None
1371|ETHPYUSD|None|None|ethpyusd|None|None
1372|BTSUSDT|None|None|btsusdt|None|None
1373|OCTAUSDT|None|None|None|None|None
1374|ALEPHUSDT|None|None|None|None|None
1375|RATS2USDT|None|None|None|None|None
1376|ALEXUSDT|None|None|None|None|None
1377|PMPYUSDT|None|None|None|None|None
1378|POWRBTC|None|None|powrbtc|None|None
1379|NEWUSDT|None|None|newusdt|None|None
1380|Q1W2X8Z9|None|None|q1w2x8z9|None|None
1381|BNAUSDT|None|None|None|None|None
1382|VRS2USDT|None|None|None|None|None
1383|THGUSDT|None|None|None|THG-USDT|THG-USDT
1384|KMAUSDT|None|None|None|None|None
1385|CATSUSDT|None|None|None|None|None
1386|TIEUSDT|None|None|None|None|None
1387|SOULUSDT|None|None|soulusdt|None|None
1388|NBSUSDT|None|None|nbsusdt|None|None
1389|AMOUSDT|None|None|None|None|None
1390|ZLWUSDT|None|None|None|None|None
1391|SPACEUSDT|None|None|None|None|None
1392|STRMBTC|None|None|None|None|None
1393|BITBULLUSDT|None|None|None|None|None
1394|OGGYBSCUSDT|None|None|None|None|None
1395|SSXUSDT|None|None|ssxusdt|None|None
1396|FTTUSDC|None|None|None|None|None
1397|NVXUSDT|None|None|None|None|None
1398|SENDUSDT|None|None|None|None|None
1399|ONGBTC|None|ONG_BTC|None|None|None
1400|ACTUSDT|None|None|actusdt|None|None
1401|WAVESUSDC|None|None|None|None|None
1402|XRP8USDT|None|None|None|None|None
1403|REXUSDT|None|None|None|None|None
1404|FUTUREUSDT|None|None|None|None|None
1405|WSTORUSDT|None|None|None|None|None
1406|SGBUSDT|None|None|None|None|None
1407|ALPHUSDT|None|None|None|None|None
1408|ACQUSDT|None|None|None|None|None
1409|ZZZUSDT|None|None|None|None|None
1410|AAVEUSDT|AAVE-USDT|AAVE_USDT|aaveusdt|AAVE-USDT|AAVE-USDT
1411|SOLUSDT|SOL-USDT|SOL_USDT|solusdt|SOL-USDT|SOL-USDT
1412|BFICUSDT|None|None|None|None|None
1413|XLMBTC|None|XLM_BTC|None|XLM-BTC|XLM-BTC
1414|CELUSDC|None|None|None|CEL-USDC|CEL-USDC
1415|DZOOUSDT|None|None|None|None|None
1416|UPIUSDT|None|None|None|None|None
1417|MEVUSDT|None|None|mevusdt|None|None
1418|DMAILUSDT|None|None|None|DMAIL-USDT|DMAIL-USDT
1419|VELAUSDT|None|None|None|VELA-USDT|VELA-USDT
1420|BEAIUSDT|None|None|None|None|None
1421|XTOKENUSDT|None|None|None|None|None
1422|PCTUSDT|None|None|None|None|None
1423|ORDUSDT|None|None|None|None|None
1424|CSASUSDT|CSAS-USDT|None|None|None|None
1425|FNZUSDT|None|None|None|None|None
1426|MTCUSDT|None|None|None|None|None
1427|AKROUSDT|None|None|akrousdt|None|None
1428|ADAUSDT|ADA-USDT|ADA_USDT|adausdt|ADA-USDT|ADA-USDT
1429|LRCUSDC|None|None|None|LRC-USDC|LRC-USDC
1430|ANMLUSDT|None|None|anmlusdt|None|None
1431|FILUSDC|None|None|None|FIL-USDC|FIL-USDC
1432|UPCUSDT|None|None|None|None|None
1433|GSWIFTUSDT|None|None|None|None|None
1434|JPEGUSDT|None|None|None|None|None
1435|FANCYUSDT|None|None|None|None|None
1436|DOGEEUR|None|None|None|DOGE-EUR|DOGE-EUR
1437|AREAUSDT|None|None|None|None|None
1438|CCTUSDC|None|None|None|None|None
1439|CHOKEUSDT|None|None|None|None|None
1440|DEGENUSDT|None|None|None|None|None
1441|FORUSDT|None|None|forusdt|None|None
1442|SONNEUSDT|None|None|None|None|None
1443|SENSOETH|None|None|None|None|None
1444|BCBUSDT|None|None|None|None|None
1445|BADGERUSDT|None|None|badgerusdt|BADGER-USDT|BADGER-USDT
1446|XVSUSDT|None|None|None|None|None
1447|ATIDUSDT|None|None|None|None|None
1448|WIFIUSDT|None|None|wifiusdt|WIFI-USDT|WIFI-USDT
1449|CAREUSDT|None|None|None|None|None
1450|RPLUSDC|None|None|None|RPL-USDC|RPL-USDC
1451|DBCUSDT|None|None|dbcusdt|None|None
1452|NODLUSDT|None|None|nodlusdt|None|None
1453|UMMAUSDT|None|None|None|None|None
1454|TONBTC|None|TON_BTC|None|None|None
1455|MBLUSDT|None|None|mblusdt|None|None
1456|COMPEUR|None|None|None|COMP-EUR|COMP-EUR
1457|NEARBTC|None|NEAR_BTC|None|NEAR-BTC|NEAR-BTC
1458|USDVUSDT|USDV-USDT|None|None|None|None
1459|POKTUSDT|None|None|None|None|None
1460|MEME3USDT|None|None|None|None|None
1461|RBXUSDT|None|None|None|None|None
1462|GMTBTC|None|GMT_BTC|None|None|None
1463|LAVEUSDT|None|None|None|None|None
1464|CNSUSDT|None|None|None|None|None
1465|COTIUSDT|None|None|cotiusdt|None|None
1466|GMMTUSDT|None|None|None|None|None
1467|BFRUSDT|None|None|None|None|None
1468|CATHEONUSDT|None|None|None|None|None
1469|DOGSROCKUSDT|None|None|None|None|None
1470|OCEANUSDT|None|None|oceanusdt|None|None
1471|AICOREUSDT|None|None|None|None|None
1472|RFDUSDT|None|None|None|None|None
1473|AGLDUSDT|None|None|agldusdt|AGLD-USDT|AGLD-USDT
1474|OMUSDT|None|None|None|OM-USDT|OM-USDT
1475|CVIPUSDT|None|None|None|None|None
1476|ICDAUSDT|None|None|None|None|None
1477|MOVRUSDT|None|None|movrusdt|MOVR-USDT|MOVR-USDT
1478|CEEKUSDT|None|None|ceekusdt|CEEK-USDT|CEEK-USDT
1479|VTSUSDT|None|None|None|None|None
1480|WAXLUSDT|None|None|waxlusdt|None|None
1481|ROOSUSDT|None|None|None|None|None
1482|TRXTUSD|None|None|trxtusd|None|None
1483|FONCOINUSDT|None|None|None|None|None
1484|STARLUSDT|None|None|None|STARL-USDT|STARL-USDT
