gen_name|original_name|base_currency|quote_currency|display_name|base_display_name|quote_display_name|price_step|qty_step|qty_min|quote_qty_step|quote_qty_min|taker_fee_rate|maker_fee_rate|groups|group_steps|status|display_status
SUREUSDT|SURE-USDT|SURE|USDT|SURE-USDT|SURE|USDT|0.000001|1000|1000|0.000000000001|10|0.000700000000|0.000200000000|['1', '10', '100', '1000']|['0.000001000000', '0.000010000000', '0.000100000000', '0.001000000000']|1|2
SUSHIUSD|SUSHI-USD|SUSHI|USD|SUSHI-USD|SUSHI|USD|0.001|0.1|0.1|0.000000000001|1|0.001000000000|0.000800000000|['1', '10', '100', '1000']|['0.001000000000', '0.010000000000', '0.100000000000', '1.000000000000']|1|2
SUSHIUSDT|SUSHI-USDT|SUSHI|USDT|SUSHI-USDT|SUSHI|USDT|0.001|0.1|0.1|0.000000000001|10|0.001000000000|0.000800000000|['1', '10', '100', '1000']|['0.001000000000', '0.010000000000', '0.100000000000', '1.000000000000']|1|1
SXIOUSDT|SXIO-USDT|SXIO|USDT|SXIO-USDT|SXIO|USDT|0.0001|1|1|0.000000000001|10|0.000700000000|0.000200000000|['1', '10', '100', '1000']|['0.000100000000', '0.001000000000', '0.010000000000', '0.100000000000']|1|2
SXPUSD|SXP-USD|SXP|USD|SXP-USD|SXP|USD|0.0001|10|10|0.000000000001|10|0.000700000000|0.000200000000|['1', '10', '100', '1000']|['0.000100000000', '0.001000000000', '0.010000000000', '0.100000000000']|1|2
SXPUSDT|SXP-USDT|SXP|USDT|SXP-USDT|SXP|USDT|0.001|0.1|0.1|0.000000000001|1|0.000700000000|0.000200000000|['1', '10', '100', '1000']|['0.001000000000', '0.010000000000', '0.100000000000', '1.000000000000']|1|2
TAMAUSDT|TAMA-USDT|TAMA|USDT|TAMA-USDT|TAMA|USDT|0.00001|1|1|0.000000000001|10|0.001000000000|0.000800000000|['1', '10', '100', '1000']|['0.000010000000', '0.000100000000', '0.001000000000', '0.010000000000']|1|1
TBCIUSDT|TBCI-USDT|TBCI|USDT|TBCI-USDT|TBCI|USDT|0.000001|1|1|0.000000000001|10|0.000700000000|0.000200000000|['1', '10', '100', '1000']|['0.000001000000', '0.000010000000', '0.000100000000', '0.001000000000']|1|2
TGGMUSDT|TGGM-USDT|TGGM|USDT|TGGM-USDT|TGGM|USDT|0.0001|1|1|0.000000000001|10|0.000700000000|0.000200000000|['1', '10', '100', '1000']|['0.000100000000', '0.001000000000', '0.010000000000', '0.100000000000']|1|2
THETAUSDT|THETA-USDT|THETA|USDT|THETA-USDT|THETA|USDT|0.0001|1|1|0.000000000001|10|0.000700000000|0.000200000000|['1', '10', '100', '1000']|['0.000100000000', '0.001000000000', '0.010000000000', '0.100000000000']|1|2
TLOSUSDT|TLOS-USDT|TLOS|USDT|TLOS-USDT|TLOS|USDT|0.0001|1|1|0.000000000001|10|0.000700000000|0.000200000000|['1', '10', '100', '1000']|['0.000100000000', '0.001000000000', '0.010000000000', '0.100000000000']|1|2
TONCOINUSD|TONCOIN-USD|TONCOIN|USD|TON-USD|TON|USD|0.0001|1|1|0.000000000001|10|0.000700000000|0.000200000000|['1', '10', '100', '1000']|['0.000100000000', '0.001000000000', '0.010000000000', '0.100000000000']|1|2
TONCOINUSDT|TONCOIN-USDT|TONCOIN|USDT|TON-USDT|TON|USDT|0.0001|0.0001|0.0001|0.000000000001|10|0.001000000000|0.000800000000|['1', '10', '100', '1000']|['0.000100000000', '0.001000000000', '0.010000000000', '0.100000000000']|1|1
TRACUSDT|TRAC-USDT|TRAC|USDT|TRAC-USDT|TRAC|USDT|0.001|1|1|0.000000000001|10|0.000700000000|0.000200000000|['1', '10', '100', '1000']|['0.001000000000', '0.010000000000', '0.100000000000', '1.000000000000']|1|2
TRXUSDT|TRX-USDT|TRX|USDT|TRX-USDT|TRX|USDT|0.0001|0.1|0.1|0.000000000001|10|0.001000000000|0.000800000000|['1', '10', '100', '1000']|['0.000100000000', '0.001000000000', '0.010000000000', '0.100000000000']|1|1
TUSDUSDT|TUSD-USDT|TUSD|USDT|TUSD-USDT|TUSD|USDT|0.0001|1|1|0.000000000001|10|0.000700000000|0.000200000000|['1', '10', '100', '1000']|['0.000100000000', '0.001000000000', '0.010000000000', '0.100000000000']|1|2
TWTUSDT|TWT-USDT|TWT|USDT|TWT-USDT|TWT|USDT|0.0001|1|1|0.000000000001|10|0.000700000000|0.000200000000|['1', '10', '100', '1000']|['0.000100000000', '0.001000000000', '0.010000000000', '0.100000000000']|1|2
UCATUSDT|UCAT-USDT|UCAT|USDT|UCAT-USDT|UCAT|USDT|0.00000001|1|1|0.000000000001|10|0.000700000000|0.000200000000|['1', '10', '100', '1000']|['0.000000010000', '0.000000100000', '0.000001000000', '0.000010000000']|1|2
UMAUSDT|UMA-USDT|UMA|USDT|UMA-USDT|UMA|USDT|0.01|0.1|0.1|0.000000000001|10|0.000700000000|0.000200000000|['1', '10', '100', '1000']|['0.010000000000', '0.100000000000', '1.000000000000', '10.000000000000']|1|2
UNIUSD|UNI-USD|UNI|USD|UNI-USD|UNI|USD|0.001|0.01|0.01|0.000000000001|1|0.001000000000|0.000800000000|['1', '10', '100', '1000']|['0.001000000000', '0.010000000000', '0.100000000000', '1.000000000000']|1|2
UNIUSDT|UNI-USDT|UNI|USDT|UNI-USDT|UNI|USDT|0.001|0.01|0.01|0.000000000001|10|0.001000000000|0.000800000000|['1', '10', '100', '1000']|['0.001000000000', '0.010000000000', '0.100000000000', '1.000000000000']|1|1
USDUSDT|USD-USDT|USD|USDT|USD-USDT|USD|USDT|0.0001|1|1|0.000000000001|10|0.000050000000|0.000000000000|['1', '10', '100', '1000']|['0.000100000000', '0.001000000000', '0.010000000000', '0.100000000000']|1|1
USDPUSDT|USDP-USDT|USDP|USDT|USDP-USDT|USDP|USDT|0.0001|1|1|0.000000000001|10|0.000700000000|0.000200000000|['1', '10', '100', '1000']|['0.000100000000', '0.001000000000', '0.010000000000', '0.100000000000']|1|2
USDTUSD|USDT-USD|USDT|USD|USDT-USD|USDT|USD|0.0001|0.01|10|0.000000000001|10|0.000050000000|0.000000000000|['1', '10', '100', '1000']|['0.000100000000', '0.001000000000', '0.010000000000', '0.100000000000']|1|2
USDVUSDT|USDV-USDT|USDV|USDT|USDV-USDT|USDV|USDT|0.0001|1|1|0.000000000001|10|0.001000000000|0.000800000000|['1', '10', '100', '1000']|['0.000100000000', '0.001000000000', '0.010000000000', '0.100000000000']|1|1
VMPXUSDT|VMPX-USDT|VMPX|USDT|VMPX-USDT|VMPX|USDT|0.0001|1|1|0.000000000001|10|0.000700000000|0.000200000000|['1', '10', '100', '1000']|['0.000100000000', '0.001000000000', '0.010000000000', '0.100000000000']|1|2
VOLTUSDT|VOLT-USDT|VOLT|USDT|VOLT-USDT|VOLT|USDT|0.00000001|1|1|0.000000000001|10|0.001000000000|0.000800000000|['1', '10', '100', '1000']|['0.000000010000', '0.000000100000', '0.000001000000', '0.000010000000']|1|1
WBTCUSDT|WBTC-USDT|WBTC|USDT|WBTC-USDT|WBTC|USDT|0.1|0.00001|0.00001|0.000000000001|10|0.000700000000|0.000200000000|['1', '10', '100', '1000']|['0.100000000000', '1.000000000000', '10.000000000000', '100.000000000000']|1|2
WEMIXUSDT|WEMIX-USDT|WEMIX|USDT|WEMIX-USDT|WEMIX|USDT|0.0001|1|1|0.000000000001|10|0.001000000000|0.000800000000|['1', '10', '100', '1000']|['0.000100000000', '0.001000000000', '0.010000000000', '0.100000000000']|1|1
WHEEUSDT|WHEE-USDT|WHEE|USDT|WHEE-USDT|WHEE|USDT|0.0001|1|1|0.000000000001|10|0.000700000000|0.000200000000|['1', '10', '100', '1000']|['0.000100000000', '0.001000000000', '0.010000000000', '0.100000000000']|1|2
WLDUSDT|WLD-USDT|WLD|USDT|WLD-USDT|WLD|USDT|0.0001|1|1|0.000000000001|10|0.001000000000|0.000800000000|['1', '10', '100', '1000']|['0.000100000000', '0.001000000000', '0.010000000000', '0.100000000000']|1|1
WOJAKUSDT|WOJAK-USDT|WOJAK|USDT|WOJAK-USDT|WOJAK|USDT|0.0000001|1|1|0.000000000001|10|0.000700000000|0.000200000000|['1', '10', '100', '1000']|['0.000000100000', '0.000001000000', '0.000010000000', '0.000100000000']|1|2
XAUTUSDT|XAUT-USDT|XAUT|USDT|XAUT-USDT|XAUT|USDT|1|0.0001|0.0001|0.000000000001|1|0.000700000000|0.000200000000|['1', '10', '100', '1000']|['1.000000000000', '10.000000000000', '100.000000000000', '1000.000000000000']|1|1
XCNUSD|XCN-USD|XCN|USD|XCN-USD|XCN|USD|0.00001|1|1|0.000000000001|10|0.000700000000|0.000200000000|['1', '10', '100', '1000']|['0.000010000000', '0.000100000000', '0.001000000000', '0.010000000000']|1|2
XECUSDT|XEC-USDT|XEC|USDT|XEC-USDT|XEC|USDT|0.0000001|10000|10000|0.000000000001|10|0.000700000000|0.000200000000|['1', '10', '100', '1000']|['0.000000100000', '0.000001000000', '0.000010000000', '0.000100000000']|1|2
XINGUSDT|XING-USDT|XING|USDT|XING-USDT|XING|USDT|0.0001|1|1|0.000000000001|10|0.000700000000|0.000200000000|['1', '10', '100', '1000']|['0.000100000000', '0.001000000000', '0.010000000000', '0.100000000000']|1|2
XLMUSDT|XLM-USDT|XLM|USDT|XLM-USDT|XLM|USDT|0.0001|1|1|0.000000000001|10|0.001000000000|0.000800000000|['1', '10', '100', '1000']|['0.000100000000', '0.001000000000', '0.010000000000', '0.100000000000']|1|1
XPEUSDT|XPE-USDT|XPE|USDT|XPE-USDT|XPE|USDT|0.0001|1|1|0.000000000001|10|0.001000000000|0.000800000000|['1', '10', '100', '1000']|['0.000100000000', '0.001000000000', '0.010000000000', '0.100000000000']|1|1
XRPUSDT|XRP-USDT|XRP|USDT|XRP-USDT|XRP|USDT|0.0001|1|1|0.000000000001|10|0.001000000000|0.000800000000|['1', '10', '100', '1000']|['0.000100000000', '0.001000000000', '0.010000000000', '0.100000000000']|1|1
YFIUSDT|YFI-USDT|YFI|USDT|YFI-USDT|YFI|USDT|0.01|0.00001|0.00001|0.000000000001|10|0.001000000000|0.000800000000|['1', '10', '100', '1000']|['0.010000000000', '0.100000000000', '1.000000000000', '10.000000000000']|1|2
YFIIUSDT|YFII-USDT|YFII|USDT|YFII-USDT|YFII|USDT|0.1|0.001|0.001|0.000000000001|10|0.000700000000|0.000200000000|['1', '10', '100', '1000']|['0.100000000000', '1.000000000000', '10.000000000000', '100.000000000000']|1|2
ZBITUSDT|ZBIT-USDT|ZBIT|USDT|ZBIT-USDT|ZBIT|USDT|0.001|1|1|0.000000000001|10|0.000700000000|0.000200000000|['1', '10', '100', '1000']|['0.001000000000', '0.010000000000', '0.100000000000', '1.000000000000']|1|2
ZECUSDT|ZEC-USDT|ZEC|USDT|ZEC-USDT|ZEC|USDT|0.1|0.01|0.01|0.000000000001|10|0.000700000000|0.000200000000|['1', '10', '100', '1000']|['0.100000000000', '1.000000000000', '10.000000000000', '100.000000000000']|1|2
ZILUSDT|ZIL-USDT|ZIL|USDT|ZIL-USDT|ZIL|USDT|0.0001|1|1|0.000000000001|10|0.000700000000|0.000200000000|['1', '10', '100', '1000']|['0.000100000000', '0.001000000000', '0.010000000000', '0.100000000000']|1|2
ZILLIQAUSDT|ZILLIQA-USDT|ZILLIQA|USDT|ZILLIQA-USDT|ZILLIQA|USDT|0.00001|1|1|0.000000000001|10|0.000700000000|0.000200000000|['1', '10', '100', '1000']|['0.000010000000', '0.000100000000', '0.001000000000', '0.010000000000']|1|2
ZRXUSDT|ZRX-USDT|ZRX|USDT|ZRX-USDT|ZRX|USDT|0.001|1|1|0.000000000001|10|0.000700000000|0.000200000000|['1', '10', '100', '1000']|['0.001000000000', '0.010000000000', '0.100000000000', '1.000000000000']|1|2
