coin|name|inner_coin|inner_name|depositenable|withdrawenable|network
ADD|Add Finance|ADD|Add Finance|False|True|BNB Smart Chain(BEP20)
REV|REV|REV|REV|False|True|REV
ADF|Art de Finance|ADF|Art de Finance|True|True|Polygon(MATIC)
REX|RootDex|REX|RootDex|True|True|BNB Smart Chain(BEP20)
PAXG|PAX Gold|PAXG|PAX Gold|True|True|Ethereum(ERC20)
ZVC|ZVChain|ZVC|ZVChain|False|False|ZVC
XRAI|XRender AI|XRAI|XRender AI|True|True|Arbitrum One(ARB)
LIFEX|DEVITA Global|LIFEX|DEVITA Global|False|True|Ethereum(ERC20)
ADP|Adappter Token|ADP|Adappter Token|False|True|Ethereum(ERC20)
ADS|Alkimi|ADS|Alkimi|True|True|Ethereum(ERC20)
RFD|RefundCoin|RFD|RefundCoin|True|True|Ethereum(ERC20)
TRADE1|UniTrade|TRADE1|UniTrade|False|True|Ethereum(ERC20)
PAXW|Pax World Token|PAXW|Pax World Token|False|True|Polygon(MATIC)
SHAUN|SHAUN INU|SHAUN|SHAUN INU|False|True|BNB Smart Chain(BEP20)
JASMY|Jasmy|JASMY|Jasmy|True|True|Ethereum(ERC20)
FACTR|Defactor|FACTR|Defactor|True|True|Polygon(MATIC)
RFR|Refereum|RFR|Refereum|False|False|Ethereum(ERC20)
RFT|RefundToken|RFT|RefundToken|False|True|BNB Smart Chain(BEP20)
CRONA|CronaSwap|CRONA|CronaSwap|False|True|CRONOS
IUS|Iustitia Coin|IUS|Iustitia Coin|True|True|IUS
BIRD|Lucky Bird|BIRD|Lucky Bird|False|True|BNB Smart Chain(BEP20)
CLUB|Pixel Canvas|CLUB|Pixel Canvas|True|True|Ethereum(ERC20)
PEPECOMMUNITY|Pepe Community|PEPECOMMUNITY|Pepe Community|True|True|Ethereum(ERC20)
BOLLY|BollyCoin|BOLLY|BollyCoin|False|True|Polygon(MATIC)
BOLLY|BollyCoin|BOLLY|BollyCoin|False|True|Ethereum(ERC20)
SQUAD|Superpower Squad|SQUAD|Superpower Squad|False|True|BNB Smart Chain(BEP20)
PEPEBONK|PepeBonk|PEPEBONK|PepeBonk|True|True|Ethereum(ERC20)
AES|Aree Shards|AES|Aree Shards|True|True|Polygon(MATIC)
PEPEBNB|Pepe The Frog|PEPEBNB|Pepe The Frog|False|True|BNB Smart Chain(BEP20)
SCPTOLD|Script Network|SCPTOLD|Script Network|False|False|BNB Smart Chain(BEP20)
AFC|Arsenal Fan Token|AFC|Arsenal Fan Token|False|False|Chiliz Chain(CHZ2)
BANKBTC|Bank BTC|BANKBTC|Bank BTC|True|True|BNB Smart Chain(BEP20)
SHIBLITE|Shiba Lite|SHIBLITE|Shiba Lite|False|False|BNB Smart Chain(BEP20)
MEMAG|Meta Masters Guild|MEMAG|Meta Masters Guild|False|True|Ethereum(ERC20)
AFK|Idle Cyber|AFK|Idle Cyber|False|True|BNB Smart Chain(BEP20)
BABY|Baby Swap|BABY|Baby Swap|True|True|BNB Smart Chain(BEP20)
FORWARD|Forward|FORWARD|Forward|True|True|BNB Smart Chain(BEP20)
LSTAR|Learning Star|LSTAR|Learning Star|False|True|Solana(SOL)
JULDOLD|JulSwap|JULDOLD|JulSwap|False|True|BNB Smart Chain(BEP20)
BRDG|Bridge Network|BRDG|Bridge Network|False|True|BNB Smart Chain(BEP20)
EVAOLD|Evanesco Network|EVAOLD|Evanesco Network|False|True|Ethereum(ERC20)
CHAMP|Ultimate Champions|CHAMP|Ultimate Champions|False|True|Polygon(MATIC)
LOPES|Leandro Lopes|LOPES|Leandro Lopes|True|True|Polygon(MATIC)
LOAN|Proton Loan|LOAN|Proton Loan|False|True|PROTON
SBTC|Soft Bitcoin|SBTC|Soft Bitcoin|False|True|Ethereum(ERC20)
BABI|Babylons|BABI|Babylons|False|True|BNB Smart Chain(BEP20)
DYPOLD|Dypius|DYPOLD|Dypius|False|False|BNB Smart Chain(BEP20)
DYPOLD|Dypius|DYPOLD|Dypius|False|False|Avalanche C Chain(AVAX CCHAIN)
2KEY|2KEY|2KEY|2KEY|False|True|Ethereum(ERC20)
AGB|Apes Go Bananas|AGB|Apes Go Bananas|False|True|Ethereum(ERC20)
MOMOLD|Oi Network|MOMOLD|Oi Network|False|True|Polygon(MATIC)
BRCT|BRC App|BRCT|BRC App|True|True|Ethereum(ERC20)
AGD|AlphaGuard|AGD|AlphaGuard|True|True|BNB Smart Chain(BEP20)
NDDS|Doodles|NDDS|Doodles|False|False|NONE
ZYB|Zyberswap|ZYB|Zyberswap|True|True|Arbitrum One(ARB)
AGI|Delysium|AGI|Delysium|True|True|Ethereum(ERC20)
PAYU|PAYU|PAYU|PAYU|True|True|BNB Smart Chain(BEP20)
BITC|BITC|BITC|BITC|False|True|Ethereum(ERC20)
RIB|Ribus|RIB|Ribus|True|True|Polygon(MATIC)
RIF|RIF|RIF|RIF|True|True|RBTC
PAYS|Payslink|PAYS|Payslink|False|True|BNB Smart Chain(BEP20)
OGGY|OGGY|OGGY|OGGY|False|False|NONE
AGT|ArgonProtocol|AGT|ArgonProtocol|True|True|BNB Smart Chain(BEP20)
AGV|Astra Guild Ventures|AGV|Astra Guild Ventures|False|True|Ethereum(ERC20)
AGV|Astra Guild Ventures|AGV|Astra Guild Ventures|False|True|BNB Smart Chain(BEP20)
MIRL|Made In Real Life|MIRL|Made In Real Life|False|True|Ethereum(ERC20)
RIK|RIKEZA|RIK|RIKEZA|True|True|RIK
RIN|Aldrin|RIN|Aldrin|False|True|Solana(SOL)
BIST|Bistroo|BIST|Bistroo|True|True|Ethereum(ERC20)
RIO|Realio|RIO|Realio|True|True|Algorand(ALGO)
BIT1|BIT1|BIT1|BIT1|True|True|BNB Smart Chain(BEP20)
HBSV|HBSV|HBSV|HBSV|False|False|HECO
BEZOGE|BezogeEarth|BEZOGE|BezogeEarth|False|False|Ethereum(ERC20)
MITX|Mobist|MITX|Mobist|True|True|Klaytn(KLAY)
IXT|IX Token|IXT|IX Token|True|True|Polygon(MATIC)
IXS|IX Swap|IXS|IX Swap|False|True|Ethereum(ERC20)
LOCK|Houdini Swap|LOCK|Houdini Swap|True|True|Ethereum(ERC20)
AI2|AiDoge|AI2|AiDoge|True|True|Ethereum(ERC20)
MRFI|Morphie Network|MRFI|Morphie Network|False|True|BNB Smart Chain(BEP20)
FEAR|Fear NFTs|FEAR|Fear NFTs|True|True|Ethereum(ERC20)
FEAR|Fear NFTs|FEAR|Fear NFTs|False|False|Polygon(MATIC)
ALIEN|Alien|ALIEN|Alien|False|True|Arbitrum One(ARB)
STEEM|STEEM|STEEM|STEEM|True|True|STEEM
GYFI|Gyroscope|GYFI|Gyroscope|False|True|Ethereum(ERC20)
BITS|BitStarters|BITS|BitStarters|True|True|Polygon(MATIC)
AIA|AIA Chain|AIA|AIA Chain|True|True|Aiachain
ZZZ|GoSleep|ZZZ|GoSleep|True|True|Arbitrum One(ARB)
ARCOLD|ArcadeNetwork|ARCOLD|ArcadeNetwork|False|False|BNB Smart Chain(BEP20)
AIC|AI Crypto|AIC|AI Crypto|False|False|Ethereum(ERC20)
XADO|XADOTools|XADO|XADOTools|True|True|BNB Smart Chain(BEP20)
AIE|A.I.Earn|AIE|A.I.Earn|False|True|BNB Smart Chain(BEP20)
SSWP|suiswap token|SSWP|suiswap token|True|True|Sui
RJV|RejuveAI|RJV|RejuveAI|True|True|Ethereum(ERC20)
INKC|INKChain|INKC|INKChain|False|True|Ethereum(ERC20)
AIH|AIHub|AIH|AIHub|True|True|BNB Smart Chain(BEP20)
IYU|IYU Finance|IYU|IYU Finance|True|True|BNB Smart Chain(BEP20)
AIN|AI Network|AIN|AI Network|True|True|Ethereum(ERC20)
SFUND|Seedify.fund|SFUND|Seedify.fund|True|True|BNB Smart Chain(BEP20)
KTON|KTON|KTON|KTON|False|True|Ethereum(ERC20)
AIS|AI Super App|AIS|AI Super App|False|True|BNB Smart Chain(BEP20)
AIT|AiMalls|AIT|AiMalls|True|True|BNB Smart Chain(BEP20)
MITA|MITA|MITA|MITA|False|True|BNB Smart Chain(BEP20)
AIX|AiAkitaX|AIX|AiAkitaX|True|True|Solana(SOL)
XRPBULL|3X Long XRP Token|XRPBULL|3X Long XRP Token|False|True|Ethereum(ERC20)
DRAGON2024|Dragon2024|DRAGON2024|Dragon2024|True|True|BNB Smart Chain(BEP20)
LIEFLAT|LieFlat|LIEFLAT|LieFlat|False|True|Arbitrum One(ARB)
IZI|izumi Finance|IZI|izumi Finance|True|True|Ethereum(ERC20)
GPTG|GPT Guru|GPTG|GPT Guru|False|True|BNB Smart Chain(BEP20)
JOTOLD|Jot Art|JOTOLD|Jot Art|False|False|Tron(TRC20)
KEEPOLD|Keep Network|KEEPOLD|Keep Network|False|False|Ethereum(ERC20)
RLC|iExec RLC|RLC|iExec RLC|True|True|Ethereum(ERC20)
CROGE|CrogeCoin|CROGE|CrogeCoin|False|True|CRONOS
TSUKA|Dejitaru Tsuka|TSUKA|Dejitaru Tsuka|True|True|Ethereum(ERC20)
MAGA|MAGA|MAGA|MAGA|True|True|Ethereum(ERC20)
MCONTENT|MContent|MCONTENT|MContent|True|True|BNB Smart Chain(BEP20)
VTRO|Vitruveo DEX|VTRO|Vitruveo DEX|True|True|VTRU
RLO|Reelon|RLO|Reelon|False|True|BNB Smart Chain(BEP20)
ADAOX|AlgoDAO|ADAOX|AlgoDAO|False|True|Algorand(ALGO)
OGMF|CryptoPirates|OGMF|CryptoPirates|False|True|Ethereum(ERC20)
RLY|Rally|RLY|Rally|True|True|Ethereum(ERC20)
MEME3|MEME Coin|MEME3|MEME Coin|True|True|BNB Smart Chain(BEP20)
MEME2|Memecoin 2.0|MEME2|Memecoin 2.0|True|True|Ethereum(ERC20)
AKI|Aki Protocol|AKI|Aki Protocol|True|True|Polygon(MATIC)
SNTVT|Sentivate|SNTVT|Sentivate|False|True|Ethereum(ERC20)
CULT|CultDAO|CULT|CultDAO|True|True|Ethereum(ERC20)
AOSOLD|AOS|AOSOLD|AOS|False|True|BNB Smart Chain(BEP20)
MAFA|Mafagafo|MAFA|Mafagafo|False|True|BNB Smart Chain(BEP20)
CHAIN|Chain Games|CHAIN|Chain Games|False|True|Polygon(MATIC)
CHAIN|Chain Games|CHAIN|Chain Games|False|True|Ethereum(ERC20)
RMN|RMN Token|RMN|RMN Token|True|True|BNB Smart Chain(BEP20)
BAGS|BasisGold|BAGS|BasisGold|False|False|HECO
ALD|AladdinDAO|ALD|AladdinDAO|False|True|Ethereum(ERC20)
KLAY|Klaytn|KLAY|Klaytn|True|True|Klaytn(KLAY)
ALF|Alfprotocol|ALF|Alfprotocol|True|True|Solana(SOL)
MORRA|Morra Games|MORRA|Morra Games|True|True|Ethereum(ERC20)
MEMES|MEMESCOIN|MEMES|MEMESCOIN|True|True|BNB Smart Chain(BEP20)
ALI|ALI|ALI|ALI|True|True|Ethereum(ERC20)
TRADE|Polytrade|TRADE|Polytrade|True|True|Polygon(MATIC)
BABYX|Baby X|BABYX|Baby X|True|True|Ethereum(ERC20)
ALM|Alium Finance|ALM|Alium Finance|True|True|BNB Smart Chain(BEP20)
FEEL|FeelCoin|FEEL|FeelCoin|False|True|BNB Smart Chain(BEP20)
ALT|AptosLaunch Token|ALT|AptosLaunch Token|True|True|APTOS(APT)
ALU|Altura|ALU|Altura|True|True|BNB Smart Chain(BEP20)
VALUE|ValueLiquidity|VALUE|ValueLiquidity|False|True|Ethereum(ERC20)
FUTURE|Future AI|FUTURE|FUTURECOIN|True|True|BNB Smart Chain(BEP20)
FUTURE|Future AI|FUTURE|Future AI|False|False|Ethereum(ERC20)
AMA|Mrweb Finance|AMA|Mrweb Finance|True|True|BNB Smart Chain(BEP20)
AMB|AirDAO|AMB|AirDAO|True|True|AMBROSUS
AMC|AI Meta Club|AMC|AI Meta Club|True|True|Arbitrum One(ARB)
AMD|AFRO MOON DOG|AMD|AFRO MOON DOG|True|True|Ethereum(ERC20)
AMD|AFRO MOON DOG|AMD|AFRO MOON DOG|False|True|BNB Smart Chain(BEP20)
XAI1|XAI|XAI1|XAI|True|True|Ethereum(ERC20)
MHERO|Manta Hero|MHERO|Manta Hero|True|True|BNB Smart Chain(BEP20)
INFRA|Bware|INFRA|Bware|True|True|Ethereum(ERC20)
AME|AME Chain|AME|AME Chain|False|False|AME
XAI2|xAI|XAI2|xAI|True|True|Ethereum(ERC20)
AMG|DeHeroGame Amazing|AMG|DeHeroGame Amazing|True|True|BNB Smart Chain(BEP20)
TROLLINU|Troll Inu|TROLLINU|Troll Inu|False|True|Solana(SOL)
NMEEBITS|Meebits|NMEEBITS|Meebits|False|False|NONE
BABYTOMCAT|Baby Tomcat|BABYTOMCAT|Baby Tomcat|True|True|BNB Smart Chain(BEP20)
AMO|Amino|AMO|Amino|True|True|Ethereum(ERC20)
AMP|Amp|AMP|Amp|True|True|Ethereum(ERC20)
LOFI|LOFI|LOFI|LOFI|True|True|BNB Smart Chain(BEP20)
BOTTO|Botto|BOTTO|Botto|True|True|Ethereum(ERC20)
RATS2|Rats Pro|RATS2|Rats Pro|True|True|BNB Smart Chain(BEP20)
AMT|AMeiToken|AMT|AMeiToken|False|False|Ethereum(ERC20)
AITECH|Solidus Ai Tech|AITECH|Solidus Ai Tech|True|True|BNB Smart Chain(BEP20)
NULS|NULS|NULS|NULS|True|True|NULS
ROG| ROGIN.AI|ROG| ROGIN.AI|True|True|Ethereum(ERC20)
ROL|Rims of Legend|ROL|Rims of Legend|False|True|Ethereum(ERC20)
BRKL|Brokoli Network|BRKL|Brokoli Network|False|True|BNB Smart Chain(BEP20)
RON|RONIN|RON|RONIN|True|True|RONIN
BIZA|BizAuto|BIZA|BizAuto|True|True|BIZA
ANA|Nirvana ANA|ANA|Nirvana ANA|False|True|Solana(SOL)
BEYONDPROTOCOL|BeyondProtocol|BEYONDPROTOCOL|BeyondProtocol|False|True|Ethereum(ERC20)
ANC|ANC-LUNA|ANC|ANC|False|False|Ethereum(ERC20)
ANC|ANC-LUNA|ANC|ANC-LUNA|False|True|LUNC
POLOLD|Polars|POLOLD|Polars|False|False|BNB Smart Chain(BEP20)
ESCO|Esco Coin|ESCO|Esco Coin|False|True|Ethereum(ERC20)
VADER|Vader Protocol|VADER|Vader Protocol|False|True|Ethereum(ERC20)
ROZ|Rozeus|ROZ|Rozeus|False|True|Ethereum(ERC20)
ANJ|Aragon Court|ANJ|Aragon Court|False|True|Ethereum(ERC20)
ANK|AlphaLink|ANK|AlphaLink|False|True|Tron(TRC20)
ZPAY|ZoidPay|ZPAY|ZoidPay|True|True|EGLD
RPC|Ripio Coin|RPC|Ripio Coin|False|True|Ethereum(ERC20)
BAKE|Bakery|BAKE|Bakery|True|True|BNB Smart Chain(BEP20)
ANT|Aragon|ANT|Aragon|True|True|Ethereum(ERC20)
RPG|Rangers Protocol|RPG|Rangers Protocol|True|True|RAP20 (Rangers Mainnet)
MAKA|Makalink|MAKA|Makalink|True|True|Arbitrum One(ARB)
ANV|ANIVERSE|ANV|ANIVERSE|False|True|Ethereum(ERC20)
RPK|Republik|RPK|Republik|True|True|Ethereum(ERC20)
ANY|Anyswap|ANY|Anyswap|False|False|BNB Smart Chain(BEP20)
ANY|Anyswap|ANY|Anyswap|False|True|Ethereum(ERC20)
SDOGE|Sincere Doge|SDOGE|Sincere Doge|False|True|BNB Smart Chain(BEP20)
RPL|Rocket Pool|RPL|Rocket Pool|True|True|Ethereum(ERC20)
MAKI|MakiSwap|MAKI|MakiSwap|False|False|HECO
AOA|Aurora|AOA|Aurora|False|True|Ethereum(ERC20)
BAJU|Bajun Network|BAJU|Bajun Network|True|True|BAJUN
RPT|Rhapso|RPT|Rhapso|False|True|BNB Smart Chain(BEP20)
ALICE|ALICE-BSC|ALICE|My Neighbor Alice|True|True|Ethereum(ERC20)
ALICE|ALICE-BSC|ALICE|ALICE-BSC|True|True|BNB Smart Chain(BEP20)
WOID|WORLD ID|WOID|WORLD ID|True|True|BNB Smart Chain(BEP20)
AOK|AOK|AOK|AOK|False|True|AOK
AIDOGE|AIDOGE|AIDOGE|AIDOGE|True|True|Arbitrum One(ARB)
YFII2|DFI.money2.0|YFII2|DFI.money2.0|False|True|Ethereum(ERC20)
TSUGT|TSUBASA Governance|TSUGT|TSUBASA Governance|True|True|Polygon(MATIC)
AOS|AI DAO Network|AOS|AI DAO Network|True|True|BNB Smart Chain(BEP20)
YUNA|YUNA|YUNA|YUNA|False|True|Ethereum(ERC20)
XELON|XELON|XELON|XELON|True|True|BNB Smart Chain(BEP20)
AOT|Age of Tanks|AOT|Age of Tanks|False|True|BNB Smart Chain(BEP20)
JAB|Jable|JAB|Jable|True|True|Ethereum(ERC20)
BALA|Shambala|BALA|Shambala|False|True|BNB Smart Chain(BEP20)
OPAI|OPAI|OPAI|OPAI|True|True|BNB Smart Chain(BEP20)
S2K|Sports 2K75|S2K|Sports 2K75|False|True|BNB Smart Chain(BEP20)
PPCOLD|PEPE COIN BSC|PPCOLD|PEPE COIN BSC|False|True|PEPE COIN BSC
FINBLOX|Finblox|FINBLOX|Finblox|True|True|Ethereum(ERC20)
APD|Aptopad|APD|Aptopad|True|True|APTOS(APT)
JAN|Storm Warfare|JAN|Storm Warfare|True|True|Ethereum(ERC20)
APE|ApeCoin|APE|ApeCoin|True|True|Ethereum(ERC20)
JAM|Tune.FM|JAM|Tune.FM|True|True|Hedera(HBAR)
API|The APIS|API|The APIS|False|True|Ethereum(ERC20)
APN|Apron|APN|Apron|True|True|Ethereum(ERC20)
B20|B.20|B20|B.20|False|True|Ethereum(ERC20)
APP|Moon App|APP|Moon App|True|True|Ethereum(ERC20)
APT|Aptos|APT|Aptos|True|True|APTOS(APT)
DISOLD2|Disney|DISOLD2|Disney|False|False|NONE
APX|ApolloX|APX|ApolloX|True|True|BNB Smart Chain(BEP20)
APY|APY.Finance |APY|APY.Finance |False|False|NONE
SPARK|SPARK|SPARK|SPARK|False|False|Ripple(XRP)
BAMA|Bama AI|BAMA|Bama AI|True|True|Ethereum(ERC20)
KTLYO|Katalyo|KTLYO|Katalyo|False|True|Ethereum(ERC20)
OWNER|OPENWORLDNFT|OWNER|OPENWORLDNFT|True|True|BNB Smart Chain(BEP20)
RAIDER|Crypto Raiders|RAIDER|Crypto Raiders|False|True|Polygon(MATIC)
BTCCOLD|BTCC|BTCCOLD|BTCC|False|False|Ethereum(ERC20)
DPET|My DeFi Pet|DPET|My DeFi Pet|False|True|BNB Smart Chain(BEP20)
B2M|Bit2Me Token|B2M|Bit2Me Token|False|True|Ethereum(ERC20)
XCOIN|X|XCOIN|X|False|False|Ethereum(ERC20)
DPEX|DPEX|DPEX|DPEX|True|True|Polygon(MATIC)
AQT|Alpha Quark Token|AQT|Alpha Quark Token|False|True|Ethereum(ERC20)
SERSH|Serenity Shield|SERSH|Serenity Shield|True|True|BNB Smart Chain(BEP20)
HAPPYCAT|happycat|HAPPYCAT|happycat|False|True|Ethereum(ERC20)
PUMPKIN|PUMPKIN|PUMPKIN|PUMPKIN|False|True|Ethereum(ERC20)
BAND|BandProtocol|BAND|BandProtocol|False|True|Ethereum(ERC20)
PEPERA|PEPERA|PEPERA|PEPERA|False|True|zkSync Era
RSR|Reserve Rights|RSR|Reserve Rights|True|True|Ethereum(ERC20)
ARA|Ara Blocks|ARA|Ara Blocks|True|True|Ethereum(ERC20)
ARB|Arbitrum|ARB|Arbitrum|True|True|Arbitrum One(ARB)
ARB|Arbitrum|ARB|Arbitrum|True|False|Ethereum(ERC20)
SOPOLD|SoPay|SOPOLD|SoPay|False|False|Ethereum(ERC20)
ARC|ARC|ARC|ARC|True|True|Ethereum(ERC20)
ARG|Argentine Football|ARG|Argentine Football|False|False|Chiliz Chain(CHZ2)
MALL|Metamall|MALL|Metamall|False|True|Solana(SOL)
JCO|JennyCo|JCO|JennyCo|True|True|Polygon(MATIC)
RSY|RiskShield|RSY|RiskShield|True|True|Arbitrum One(ARB)
ARK|ARK|ARK|ARK|True|True|ARK
ALGOBLK|AlgoBlocks|ALGOBLK|AlgoBlocks|False|True|BNB Smart Chain(BEP20)
INTR|Interlay|INTR|Interlay|True|True|INTR
XRPC|Xrp Classic|XRPC|Xrp Classic|True|True|Ripple(XRP)
RADAR|DappRadar|RADAR|DappRadar|True|True|Ethereum(ERC20)
ARV|Ariva|ARV|Ariva|True|True|BNB Smart Chain(BEP20)
ARW|Arowana|ARW|Arowana|True|True|Ethereum(ERC20)
RTK|Three Kingdoms|RTK|Three Kingdoms|False|True|Ethereum(ERC20)
ARZ|ARize|ARZ|ARize|False|True|BNB Smart Chain(BEP20)
XRP8|HPOP8i|XRP8|HPOP8i|False|True|Ethereum(ERC20)
TRANS|Trans Pepe|TRANS|Trans Pepe|False|True|BNB Smart Chain(BEP20)
GHNY|Grizzly Honey|GHNY|Grizzly Honey|False|True|BNB Smart Chain(BEP20)
BASV2|BASV2|BASV2|BASV2|False|True|Ethereum(ERC20)
ASD|ASD|ASD|ASD|False|True|Ethereum(ERC20)
XRPH|XRP Healthcare|XRPH|XRP Healthcare|True|True|Ripple(XRP)
ASM|AS Monaco|ASM|AS Monaco|False|False|Chiliz Chain(CHZ2)
SMILE|Smile Coin|SMILE|Smile Coin|True|True|BNB Smart Chain(BEP20)
LONG|LongOption|LONG|LongOption|False|True|BNB Smart Chain(BEP20)
INSP|Inspect|INSP|Inspect|True|True|Ethereum(ERC20)
ASR|AS Roma Fan Token|ASR|AS Roma Fan Token|False|True|Chiliz Legacy Chain(CHZ)
ASS|AustralianShepherd|ASS|AustralianShepherd|True|True|BNB Smart Chain(BEP20)
BABYX2|BabyX 2.0|BABYX2|BabyX 2.0|True|True|Ethereum(ERC20)
MANA|Decentraland|MANA|Decentraland|True|True|Ethereum(ERC20)
INST|Instadapp|INST|Instadapp|True|True|Ethereum(ERC20)
RUG|RUGame Labs|RUG|RUGame Labs|False|True|Ethereum(ERC20)
INSR|Insurabler|INSR|Insurabler|False|True|BNB Smart Chain(BEP20)
RUN|RUNNER|RUN|RUNNER|True|True|BNB Smart Chain(BEP20)
MANC|Mancium|MANC|Mancium|True|True|Ethereum(ERC20)
DESWAR|Desert Wars NFT|DESWAR|Desert Wars NFT|False|True|BNB Smart Chain(BEP20)
STAK|Jigstack|STAK|Jigstack|False|True|Ethereum(ERC20)
TFBX|TrueFeedBack|TFBX|TrueFeedBack|True|True|Ethereum(ERC20)
TFBX|TrueFeedBack|TFBX|TrueFeedBack|False|False|CELO
OPEN|OPEN|OPEN|OPEN|False|False|Ethereum(ERC20)
ATC|Aster|ATC|Aster|True|True|Ethereum(ERC20)
STAT|STAT|STAT|STAT|True|True|Ethereum(ERC20)
JEN|Jencoin|JEN|Jencoin|True|True|BNB Smart Chain(BEP20)
STAR|StartupersCoin|STAR|StartupersCoin|False|True|Ethereum(ERC20)
RUX|RunBlox|RUX|RunBlox|False|True|Avalanche C Chain(AVAX CCHAIN)
XRP2|XRP2.0|XRP2|XRP2.0|True|True|Ethereum(ERC20)
ATH|Athos Finance|ATH|Athos Finance|False|True|GLMR
JET|Jet Protocol|JET|Jet Protocol|False|True|Solana(SOL)
ATK|Attack Wagon|ATK|Attack Wagon|False|True|Polygon(MATIC)
YURI|YURI|YURI|YURI|True|True|Arbitrum One(ARB)
WOLF|Landwolf|WOLF|Landwolf|True|True|Avalanche C Chain(AVAX CCHAIN)
ATM|Atletico De Madrid|ATM|Atletico De Madrid|False|True|Chiliz Legacy Chain(CHZ)
RANKER|RankerDAO|RANKER|RankerDAO|True|True|BNB Smart Chain(BEP20)
RANKER|RankerDAO|RANKER|RankerDAO|True|True|Ethereum(ERC20)
ATP|Alaya|ATP|Alaya|False|True|ATP
ROUTE|Router Protocol|ROUTE|Router Protocol|True|True|Ethereum(ERC20)
ROUTE|Router Protocol|ROUTE|Router Protocol|True|True|Polygon(MATIC)
LOON|Loon Network|LOON|Loon Network|False|True|Ethereum(ERC20)
ATT|Artube|ATT|Artube|False|True|Klaytn(KLAY)
LOOM|Loom Network|LOOM|Loom Network|True|True|Ethereum(ERC20)
RVF|RocketX exchange|RVF|RocketX exchange|True|True|Ethereum(ERC20)
WOOF|WoofWork|WOOF|WoofWork|True|True|Ethereum(ERC20)
LOOP|LoopNetwork|LOOP|LoopNetwork|True|True|BNB Smart Chain(BEP20)
RVN|RavenCoin|RVN|RavenCoin|True|True|Ravencoin(RVN)
JFI|JackPool|JFI|JackPool|False|True|Tron(TRC20)
MAR3|Mar3 AI|MAR3|Mar3 AI|True|True|BNB Smart Chain(BEP20)
CLOAKOLD|Cloak Coin|CLOAKOLD|Cloak Coin|False|False|BNB Smart Chain(BEP20)
SCCP|S.C. Corinthians FT|SCCP|S.C. Corinthians FT|False|False|Chiliz Chain(CHZ2)
FONCOIN|FONSmartChain|FONCOIN|FONSmartChain|True|True|FONCOIN
WOOL|Wolf Game Dao|WOOL|Wolf Game Dao|False|True|BNB Smart Chain(BEP20)
AUR|Aurix|AUR|Aurix|True|True|Ethereum(ERC20)
BAS1|BASToken|BAS1|BASToken|False|False|NONE
MAPE|Mecha Morphing|MAPE|Mecha Morphing|False|True|BNB Smart Chain(BEP20)
AVA|AVA|AVA|AVA|True|True|Ethereum(ERC20)
JGN|JGN-BSC|JGN|Juggernaut DeFi|True|True|Ethereum(ERC20)
JGN|JGN-BSC|JGN|JGN-BSC|True|True|BNB Smart Chain(BEP20)
RWX|RealWorldX|RWX|RealWorldX|True|True|BNB Smart Chain(BEP20)
CMFI|Compendium Finance|CMFI|Compendium Finance|False|True|Solana(SOL)
CAMLY|CAMLY COIN|CAMLY|CAMLY COIN|True|True|BNB Smart Chain(BEP20)
AVG|Avocado DAO Token|AVG|Avocado DAO Token|True|True|Ethereum(ERC20)
MAPS|Maps|MAPS|MAPS|False|True|Ethereum(ERC20)
MAPS|Maps|MAPS|Maps|False|True|Solana(SOL)
AVL|Aston Villa FT|AVL|Aston Villa FT|False|True|Chiliz Legacy Chain(CHZ)
AVN|AVNRich Token|AVN|AVNRich Token|False|True|BNB Smart Chain(BEP20)
INVI|Invitoken|INVI|Invitoken|True|True|Ethereum(ERC20)
AVO|AVOCADO BG|AVO|AVOCADO BG|False|False|BNB Smart Chain(BEP20)
AVT|Aventus|AVT|Aventus|False|True|Ethereum(ERC20)
STFI|StartFiToken|STFI|StartFiToken|False|True|Ethereum(ERC20)
AWC|Atomic Wallet|AWC|Atomic Wallet|False|True|BNB Beacon Chain(BEP2)
RXT|Rimaunangis|RXT|Rimaunangis|False|True|BNB Smart Chain(BEP20)
MASK|Mask Network|MASK|Mask Network|True|True|Ethereum(ERC20)
BASE|BaseProtoco|BASE|BaseProtoco|False|True|Ethereum(ERC20)
PRIME|Prime|PRIME|Prime|False|True|Ethereum(ERC20)
STFX|STFX|STFX|STFX|False|True|Ethereum(ERC20)
MASS|MASS|MASS|MASS|True|True|MASS
LBLOCK|Lucky Block|LBLOCK|Lucky Block|True|True|Ethereum(ERC20)
AWO|AiWork|AWO|AiWork|True|True|Ethereum(ERC20)
MRUN|Metarun|MRUN|Metarun|False|True|BNB Smart Chain(BEP20)
ICONS|SportsIcon|ICONS|SportsIcon|False|False|BNB Smart Chain(BEP20)
ICONS|SportsIcon|ICONS|SportsIcon|False|True|Ethereum(ERC20)
AWT|Abyss World|AWT|Abyss World|True|True|Polygon(MATIC)
BART|BART COIN|BART|BART COIN|False|True|BNB Smart Chain(BEP20)
MARA|Amara Finance|MARA|Amara Finance|False|True|MOVR
MRST|Mars Token|MRST|Mars Token|True|True|Polygon(MATIC)
HYDRA|HYDRA|HYDRA|HYDRA|True|True|HYDRA
STEP|Step Finance|STEP|Step Finance|False|True|Solana(SOL)
AXA|ALLDEX ALLIANCE|AXA|ALLDEX ALLIANCE|False|True|Ethereum(ERC20)
